x_dq,u_dq,w_dq,phi_dq,x_fem,u_fem,w_fem,phi_fem,x_pinn,u_pinn,w_pinn,phi_pinn
,,,,2.5600000000e-01,-1.4682622533e-03,-2.5458171213e-01,6.1638821676e-02,,,,
,,,,2.5666666667e-01,-1.4795260887e-03,-2.5541633052e-01,6.1568311417e-02,,,,
,,,,2.5733333333e-01,-1.4907281791e-03,-2.5624996192e-01,6.1496974404e-02,,,,
,,,,2.5800000000e-01,-1.5018679127e-03,-2.5708259537e-01,6.1424813220e-02,,,,
,,,,2.5866666667e-01,-1.5129446826e-03,-2.5791421995e-01,6.1351830448e-02,,,,
,,,,2.5933333333e-01,-1.5239578865e-03,-2.5874482475e-01,6.1278028667e-02,,,,
,,,,2.6000000000e-01,-1.5349069266e-03,-2.5957439892e-01,6.1203410452e-02,,,,
,,,,2.6066666667e-01,-1.5457912097e-03,-2.6040293164e-01,6.1127978378e-02,,,,
,,,,2.6133333333e-01,-1.5566101475e-03,-2.6123041210e-01,6.1051735016e-02,,,,
,,,,2.6200000000e-01,-1.5673631562e-03,-2.6205682955e-01,6.0974682935e-02,,,,
,,,,2.6266666667e-01,-1.5780496567e-03,-2.6288217326e-01,6.0896824699e-02,,,,
,,,,2.6333333333e-01,-1.5886690746e-03,-2.6370643256e-01,6.0818162873e-02,,,,
,,,,2.6400000000e-01,-1.5992208403e-03,-2.6452959677e-01,6.0738700018e-02,,,,
,,,,2.6466666667e-01,-1.6097043887e-03,-2.6535165528e-01,6.0658438691e-02,,,,
,,,,2.6533333333e-01,-1.6201191596e-03,-2.6617259750e-01,6.0577381447e-02,,,,
,,,,2.6600000000e-01,-1.6304645977e-03,-2.6699241288e-01,6.0495530840e-02,,,,
,,,,2.6666666667e-01,-1.6407401521e-03,-2.6781109089e-01,6.0412889421e-02,,,,
,,,,2.6733333333e-01,-1.6509452769e-03,-2.6862862105e-01,6.0329459736e-02,,,,
,,,,2.6800000000e-01,-1.6610794309e-03,-2.6944499291e-01,6.0245244332e-02,,,,
,,,,2.6866666667e-01,-1.6711420778e-03,-2.7026019605e-01,6.0160245750e-02,,,,
,,,,2.6933333333e-01,-1.6811326860e-03,-2.7107422008e-01,6.0074466532e-02,,,,
,,,,2.7000000000e-01,-1.6910507286e-03,-2.7188705465e-01,5.9987909214e-02,,,,
,,,,2.7066666667e-01,-1.7008956839e-03,-2.7269868944e-01,5.9900576333e-02,,,,
,,,,2.7133333333e-01,-1.7106670345e-03,-2.7350911418e-01,5.9812470419e-02,,,,
,,,,2.7200000000e-01,-1.7203642684e-03,-2.7431831861e-01,5.9723594005e-02,,,,
,,,,2.7266666667e-01,-1.7299868780e-03,-2.7512629251e-01,5.9633949616e-02,,,,
,,,,2.7333333333e-01,-1.7395343607e-03,-2.7593302570e-01,5.9543539779e-02,,,,
,,,,2.7400000000e-01,-1.7490062190e-03,-2.7673850804e-01,5.9452367016e-02,,,,
,,,,2.7466666667e-01,-1.7584019599e-03,-2.7754272940e-01,5.9360433847e-02,,,,
,,,,2.7533333333e-01,-1.7677210955e-03,-2.7834567970e-01,5.9267742789e-02,,,,
,,,,2.7600000000e-01,-1.7769631428e-03,-2.7914734889e-01,5.9174296359e-02,,,,
,,,,2.7666666667e-01,-1.7861276236e-03,-2.7994772697e-01,5.9080097069e-02,,,,
,,,,2.7733333333e-01,-1.7952140648e-03,-2.8074680394e-01,5.8985147429e-02,,,,
,,,,2.7800000000e-01,-1.8042219980e-03,-2.8154456985e-01,5.8889449946e-02,,,,
,,,,2.7866666667e-01,-1.8131509597e-03,-2.8234101480e-01,5.8793007128e-02,,,,
,,,,2.7933333333e-01,-1.8220004917e-03,-2.8313612889e-01,5.8695821476e-02,,,,
,,,,2.8000000000e-01,-1.8307701402e-03,-2.8392990228e-01,5.8597895491e-02,,,,
,,,,2.8066666667e-01,-1.8394594568e-03,-2.8472232516e-01,5.8499231672e-02,,,,
,,,,2.8133333333e-01,-1.8480679978e-03,-2.8551338773e-01,5.8399832514e-02,,,,
,,,,2.8200000000e-01,-1.8565953246e-03,-2.8630308026e-01,5.8299700510e-02,,,,
,,,,2.8266666667e-01,-1.8650410034e-03,-2.8709139302e-01,5.8198838153e-02,,,,
,,,,2.8333333333e-01,-1.8734046055e-03,-2.8787831632e-01,5.8097247930e-02,,,,
,,,,2.8400000000e-01,-1.8816857072e-03,-2.8866384053e-01,5.7994932327e-02,,,,
,,,,2.8466666667e-01,-1.8898838897e-03,-2.8944795602e-01,5.7891893830e-02,,,,
,,,,2.8533333333e-01,-1.8979987391e-03,-2.9023065321e-01,5.7788134918e-02,,,,
,,,,2.8600000000e-01,-1.9060298466e-03,-2.9101192255e-01,5.7683658073e-02,,,,
,,,,2.8666666667e-01,-1.9139768085e-03,-2.9179175451e-01,5.7578465769e-02,,,,
,,,,2.8733333333e-01,-1.9218392260e-03,-2.9257013961e-01,5.7472560483e-02,,,,
,,,,2.8800000000e-01,-1.9296167051e-03,-2.9334706840e-01,5.7365944686e-02,,,,
,,,,2.8866666667e-01,-1.9373088571e-03,-2.9412253146e-01,5.7258620849e-02,,,,
,,,,2.8933333333e-01,-1.9449152983e-03,-2.9489651940e-01,5.7150591438e-02,,,,
,,,,2.9000000000e-01,-1.9524356497e-03,-2.9566902287e-01,5.7041858920e-02,,,,
,,,,2.9066666667e-01,-1.9598695377e-03,-2.9644003255e-01,5.6932425757e-02,,,,
,,,,2.9133333333e-01,-1.9672165935e-03,-2.9720953914e-01,5.6822294410e-02,,,,
,,,,2.9200000000e-01,-1.9744764533e-03,-2.9797753338e-01,5.6711467338e-02,,,,
,,,,2.9266666667e-01,-1.9816487586e-03,-2.9874400607e-01,5.6599946996e-02,,,,
,,,,2.9333333333e-01,-1.9887331556e-03,-2.9950894800e-01,5.6487735839e-02,,,,
,,,,2.9400000000e-01,-1.9957292956e-03,-3.0027235002e-01,5.6374836319e-02,,,,
,,,,2.9466666667e-01,-2.0026368351e-03,-3.0103420299e-01,5.6261250885e-02,,,,
,,,,2.9533333333e-01,-2.0094554356e-03,-3.0179449784e-01,5.6146981983e-02,,,,
,,,,2.9600000000e-01,-2.0161847634e-03,-3.0255322548e-01,5.6032032060e-02,,,,
,,,,2.9666666667e-01,-2.0228244901e-03,-3.0331037691e-01,5.5916403558e-02,,,,
,,,,2.9733333333e-01,-2.0293742922e-03,-3.0406594312e-01,5.5800098917e-02,,,,
,,,,2.9800000000e-01,-2.0358338513e-03,-3.0481991514e-01,5.5683120576e-02,,,,
,,,,2.9866666667e-01,-2.0422028541e-03,-3.0557228405e-01,5.5565470971e-02,,,,
,,,,2.9933333333e-01,-2.0484809922e-03,-3.0632304095e-01,5.5447152536e-02,,,,
,,,,3.0000000000e-01,-2.0546679624e-03,-3.0707217697e-01,5.5328167702e-02,,,,
,,,,3.0066666667e-01,-2.0607634663e-03,-3.0781968328e-01,5.5208518900e-02,,,,
,,,,3.0133333333e-01,-2.0667672109e-03,-3.0856555107e-01,5.5088208556e-02,,,,
,,,,3.0200000000e-01,-2.0726789080e-03,-3.0930977157e-01,5.4967239096e-02,,,,
,,,,3.0266666667e-01,-2.0784982743e-03,-3.1005233605e-01,5.4845612943e-02,,,,
,,,,3.0333333333e-01,-2.0842250320e-03,-3.1079323580e-01,5.4723332517e-02,,,,
,,,,3.0400000000e-01,-2.0898589079e-03,-3.1153246215e-01,5.4600400239e-02,,,,
,,,,3.0466666667e-01,-2.0953996342e-03,-3.1227000646e-01,5.4476818524e-02,,,,
,,,,3.0533333333e-01,-2.1008469477e-03,-3.1300586011e-01,5.4352589786e-02,,,,
,,,,3.0600000000e-01,-2.1062005907e-03,-3.1374001453e-01,5.4227716439e-02,,,,
,,,,3.0666666667e-01,-2.1114603104e-03,-3.1447246118e-01,5.4102200893e-02,,,,
,,,,3.0733333333e-01,-2.1166258588e-03,-3.1520319154e-01,5.3976045555e-02,,,,
,,,,3.0800000000e-01,-2.1216969931e-03,-3.1593219714e-01,5.3849252832e-02,,,,
,,,,3.0866666667e-01,-2.1266734758e-03,-3.1665946951e-01,5.3721825129e-02,,,,
,,,,3.0933333333e-01,-2.1315550739e-03,-3.1738500025e-01,5.3593764846e-02,,,,
,,,,3.1000000000e-01,-2.1363415598e-03,-3.1810878097e-01,5.3465074384e-02,,,,
,,,,3.1066666667e-01,-2.1410327110e-03,-3.1883080331e-01,5.3335756140e-02,,,,
,,,,3.1133333333e-01,-2.1456283096e-03,-3.1955105896e-01,5.3205812511e-02,,,,
,,,,3.1200000000e-01,-2.1501281432e-03,-3.2026953963e-01,5.3075245890e-02,,,,
,,,,3.1266666667e-01,-2.1545320041e-03,-3.2098623705e-01,5.2944058668e-02,,,,
,,,,3.1333333333e-01,-2.1588396897e-03,-3.2170114300e-01,5.2812253236e-02,,,,
,,,,3.1400000000e-01,-2.1630510025e-03,-3.2241424929e-01,5.2679831981e-02,,,,
,,,,3.1466666667e-01,-2.1671657498e-03,-3.2312554775e-01,5.2546797288e-02,,,,
,,,,3.1533333333e-01,-2.1711837443e-03,-3.2383503025e-01,5.2413151541e-02,,,,
,,,,3.1600000000e-01,-2.1751048032e-03,-3.2454268870e-01,5.2278897122e-02,,,,
,,,,3.1666666667e-01,-2.1789287491e-03,-3.2524851502e-01,5.2144036410e-02,,,,
,,,,3.1733333333e-01,-2.1826554094e-03,-3.2595250118e-01,5.2008571782e-02,,,,
,,,,3.1800000000e-01,-2.1862846165e-03,-3.2665463917e-01,5.1872505615e-02,,,,
,,,,3.1866666667e-01,-2.1898162078e-03,-3.2735492102e-01,5.1735840281e-02,,,,
,,,,3.1933333333e-01,-2.1932500258e-03,-3.2805333879e-01,5.1598578153e-02,,,,
,,,,3.2000000000e-01,-2.1965859178e-03,-3.2874988457e-01,5.1460721600e-02,,,,
,,,,3.2066666667e-01,-2.1998237361e-03,-3.2944455048e-01,5.1322272990e-02,,,,
,,,,3.2133333333e-01,-2.2029633381e-03,-3.3013732868e-01,5.1183234689e-02,,,,
,,,,3.2200000000e-01,-2.2060045861e-03,-3.3082821134e-01,5.1043609060e-02,,,,
,,,,3.2266666667e-01,-2.2089473472e-03,-3.3151719068e-01,5.0903398465e-02,,,,
,,,,3.2333333333e-01,-2.2117914936e-03,-3.3220425895e-01,5.0762605265e-02,,,,
,,,,3.2400000000e-01,-2.2145369024e-03,-3.3288940842e-01,5.0621231817e-02,,,,
,,,,3.2466666667e-01,-2.2171834558e-03,-3.3357263142e-01,5.0479280478e-02,,,,
,,,,3.2533333333e-01,-2.2197310407e-03,-3.3425392027e-01,5.0336753602e-02,,,,
,,,,3.2600000000e-01,-2.2221795490e-03,-3.3493326735e-01,5.0193653541e-02,,,,
,,,,3.2666666667e-01,-2.2245288775e-03,-3.3561066507e-01,5.0049982645e-02,,,,
,,,,3.2733333333e-01,-2.2267789280e-03,-3.3628610585e-01,4.9905743264e-02,,,,
,,,,3.2800000000e-01,-2.2289296072e-03,-3.3695958217e-01,4.9760937743e-02,,,,
,,,,3.2866666667e-01,-2.2309808266e-03,-3.3763108651e-01,4.9615568429e-02,,,,
,,,,3.2933333333e-01,-2.2329325026e-03,-3.3830061142e-01,4.9469637663e-02,,,,
,,,,3.3000000000e-01,-2.2347845566e-03,-3.3896814944e-01,4.9323147787e-02,,,,
,,,,3.3066666667e-01,-2.2365369148e-03,-3.3963369317e-01,4.9176101140e-02,,,,
,,,,3.3133333333e-01,-2.2381895082e-03,-3.4029723523e-01,4.9028500061e-02,,,,
,,,,3.3200000000e-01,-2.2397422729e-03,-3.4095876827e-01,4.8880346883e-02,,,,
,,,,3.3266666667e-01,-2.2411951495e-03,-3.4161828497e-01,4.8731643942e-02,,,,
,,,,3.3333333333e-01,-2.2425480838e-03,-3.4227577805e-01,4.8582393569e-02,,,,
,,,,3.3400000000e-01,-2.2438010263e-03,-3.4293124026e-01,4.8432598095e-02,,,,
,,,,3.3466666667e-01,-2.2449539322e-03,-3.4358466436e-01,4.8282259847e-02,,,,
,,,,3.3533333333e-01,-2.2460067617e-03,-3.4423604317e-01,4.8131381153e-02,,,,
,,,,3.3600000000e-01,-2.2469594797e-03,-3.4488536953e-01,4.7979964337e-02,,,,
,,,,3.3666666667e-01,-2.2478120560e-03,-3.4553263630e-01,4.7828011723e-02,,,,
,,,,3.3733333333e-01,-2.2485644652e-03,-3.4617783638e-01,4.7675525631e-02,,,,
,,,,3.3800000000e-01,-2.2492166866e-03,-3.4682096271e-01,4.7522508382e-02,,,,
,,,,3.3866666667e-01,-2.2497687043e-03,-3.4746200825e-01,4.7368962292e-02,,,,
,,,,3.3933333333e-01,-2.2502205073e-03,-3.4810096598e-01,4.7214889679e-02,,,,
,,,,3.4000000000e-01,-2.2505720891e-03,-3.4873782893e-01,4.7060292856e-02,,,,
,,,,3.4066666667e-01,-2.2508234482e-03,-3.4937259015e-01,4.6905174136e-02,,,,
,,,,3.4133333333e-01,-2.2509745877e-03,-3.5000524274e-01,4.6749535829e-02,,,,
,,,,3.4200000000e-01,-2.2510255156e-03,-3.5063577980e-01,4.6593380246e-02,,,,
,,,,3.4266666667e-01,-2.2509762443e-03,-3.5126419447e-01,4.6436709693e-02,,,,
,,,,3.4333333333e-01,-2.2508267913e-03,-3.5189047994e-01,4.6279526476e-02,,,,
,,,,3.4400000000e-01,-2.2505771786e-03,-3.5251462941e-01,4.6121832899e-02,,,,
,,,,3.4466666667e-01,-2.2502274328e-03,-3.5313663612e-01,4.5963631264e-02,,,,
,,,,3.4533333333e-01,-2.2497775853e-03,-3.5375649334e-01,4.5804923872e-02,,,,
,,,,3.4600000000e-01,-2.2492276723e-03,-3.5437419437e-01,4.5645713023e-02,,,,
,,,,3.4666666667e-01,-2.2485777343e-03,-3.5498973253e-01,4.5486001012e-02,,,,
,,,,3.4733333333e-01,-2.2478278169e-03,-3.5560310118e-01,4.5325790137e-02,,,,
,,,,3.4800000000e-01,-2.2469779700e-03,-3.5621429372e-01,4.5165082691e-02,,,,
,,,,3.4866666667e-01,-2.2460282482e-03,-3.5682330356e-01,4.5003880966e-02,,,,
,,,,3.4933333333e-01,-2.2449787109e-03,-3.5743012416e-01,4.4842187253e-02,,,,
,,,,3.5000000000e-01,-2.2438294218e-03,-3.5803474900e-01,4.4680003842e-02,,,,
,,,,3.5066666667e-01,-2.2425804494e-03,-3.5863717159e-01,4.4517333019e-02,,,,
,,,,3.5133333333e-01,-2.2412318667e-03,-3.5923738547e-01,4.4354177071e-02,,,,
,,,,3.5200000000e-01,-2.2397837514e-03,-3.5983538421e-01,4.4190538282e-02,,,,
,,,,3.5266666667e-01,-2.2382361856e-03,-3.6043116142e-01,4.4026418935e-02,,,,
,,,,3.5333333333e-01,-2.2365892561e-03,-3.6102471073e-01,4.3861821310e-02,,,,
,,,,3.5400000000e-01,-2.2348430540e-03,-3.6161602580e-01,4.3696747687e-02,,,,
,,,,3.5466666667e-01,-2.2329976752e-03,-3.6220510033e-01,4.3531200344e-02,,,,
,,,,3.5533333333e-01,-2.2310532199e-03,-3.6279192804e-01,4.3365181558e-02,,,,
,,,,3.5600000000e-01,-2.2290097928e-03,-3.6337650269e-01,4.3198693603e-02,,,,
,,,,3.5666666667e-01,-2.2268675034e-03,-3.6395881805e-01,4.3031738752e-02,,,,
,,,,3.5733333333e-01,-2.2246264652e-03,-3.6453886795e-01,4.2864319277e-02,,,,
,,,,3.5800000000e-01,-2.2222867965e-03,-3.6511664623e-01,4.2696437449e-02,,,,
,,,,3.5866666667e-01,-2.2198486199e-03,-3.6569214676e-01,4.2528095535e-02,,,,
,,,,3.5933333333e-01,-2.2173120626e-03,-3.6626536345e-01,4.2359295804e-02,,,,
,,,,3.6000000000e-01,-2.2146772559e-03,-3.6683629024e-01,4.2190040520e-02,,,,
,,,,3.6066666667e-01,-2.2119443358e-03,-3.6740492108e-01,4.2020331947e-02,,,,
,,,,3.6133333333e-01,-2.2091134427e-03,-3.6797124998e-01,4.1850172349e-02,,,,
,,,,3.6200000000e-01,-2.2061847211e-03,-3.6853527095e-01,4.1679563986e-02,,,,
,,,,3.6266666667e-01,-2.2031583201e-03,-3.6909697806e-01,4.1508509118e-02,,,,
,,,,3.6333333333e-01,-2.2000343932e-03,-3.6965636539e-01,4.1337010002e-02,,,,
,,,,3.6400000000e-01,-2.1968130981e-03,-3.7021342706e-01,4.1165068897e-02,,,,
,,,,3.6466666667e-01,-2.1934945967e-03,-3.7076815720e-01,4.0992688055e-02,,,,
,,,,3.6533333333e-01,-2.1900790556e-03,-3.7132055001e-01,4.0819869732e-02,,,,
,,,,3.6600000000e-01,-2.1865666454e-03,-3.7187059967e-01,4.0646616180e-02,,,,
,,,,3.6666666667e-01,-2.1829575410e-03,-3.7241830043e-01,4.0472929649e-02,,,,
,,,,3.6733333333e-01,-2.1792519216e-03,-3.7296364654e-01,4.0298812389e-02,,,,
,,,,3.6800000000e-01,-2.1754499709e-03,-3.7350663232e-01,4.0124266647e-02,,,,
,,,,3.6866666667e-01,-2.1715518764e-03,-3.7404725207e-01,3.9949294670e-02,,,,
,,,,3.6933333333e-01,-2.1675578301e-03,-3.7458550016e-01,3.9773898704e-02,,,,
,,,,3.7000000000e-01,-2.1634680282e-03,-3.7512137096e-01,3.9598080992e-02,,,,
,,,,3.7066666667e-01,-2.1592826711e-03,-3.7565485890e-01,3.9421843776e-02,,,,
,,,,3.7133333333e-01,-2.1550019632e-03,-3.7618595841e-01,3.9245189297e-02,,,,
,,,,3.7200000000e-01,-2.1506261133e-03,-3.7671466398e-01,3.9068119794e-02,,,,
,,,,3.7266666667e-01,-2.1461553342e-03,-3.7724097009e-01,3.8890637506e-02,,,,
,,,,3.7333333333e-01,-2.1415898429e-03,-3.7776487130e-01,3.8712744670e-02,,,,
,,,,3.7400000000e-01,-2.1369298606e-03,-3.7828636215e-01,3.8534443520e-02,,,,
,,,,3.7466666667e-01,-2.1321756124e-03,-3.7880543724e-01,3.8355736291e-02,,,,
,,,,3.7533333333e-01,-2.1273273276e-03,-3.7932209120e-01,3.8176625216e-02,,,,
,,,,3.7600000000e-01,-2.1223852396e-03,-3.7983631867e-01,3.7997112526e-02,,,,
,,,,3.7666666667e-01,-2.1173495858e-03,-3.8034811433e-01,3.7817200450e-02,,,,
,,,,3.7733333333e-01,-2.1122206078e-03,-3.8085747290e-01,3.7636891218e-02,,,,
,,,,3.7800000000e-01,-2.1069985509e-03,-3.8136438912e-01,3.7456187056e-02,,,,
,,,,3.7866666667e-01,-2.1016836647e-03,-3.8186885776e-01,3.7275090192e-02,,,,
,,,,3.7933333333e-01,-2.0962762028e-03,-3.8237087362e-01,3.7093602849e-02,,,,
,,,,3.8000000000e-01,-2.0907764225e-03,-3.8287043152e-01,3.6911727251e-02,,,,
,,,,3.8066666667e-01,-2.0851845853e-03,-3.8336752632e-01,3.6729465621e-02,,,,
,,,,3.8133333333e-01,-2.0795009566e-03,-3.8386215292e-01,3.6546820178e-02,,,,
,,,,3.8200000000e-01,-2.0737258057e-03,-3.8435430623e-01,3.6363793143e-02,,,,
,,,,3.8266666667e-01,-2.0678594058e-03,-3.8484398120e-01,3.6180386733e-02,,,,
,,,,3.8333333333e-01,-2.0619020341e-03,-3.8533117280e-01,3.5996603167e-02,,,,
,,,,3.8400000000e-01,-2.0558539714e-03,-3.8581587604e-01,3.5812444659e-02,,,,
,,,,3.8466666667e-01,-2.0497155027e-03,-3.8629808596e-01,3.5627913424e-02,,,,
,,,,3.8533333333e-01,-2.0434869167e-03,-3.8677779762e-01,3.5443011676e-02,,,,
,,,,3.8600000000e-01,-2.0371685058e-03,-3.8725500611e-01,3.5257741627e-02,,,,
,,,,3.8666666667e-01,-2.0307605664e-03,-3.8772970657e-01,3.5072105487e-02,,,,
,,,,3.8733333333e-01,-2.0242633986e-03,-3.8820189413e-01,3.4886105465e-02,,,,
,,,,3.8800000000e-01,-2.0176773063e-03,-3.8867156399e-01,3.4699743772e-02,,,,
,,,,3.8866666667e-01,-2.0110025972e-03,-3.8913871135e-01,3.4513022612e-02,,,,
,,,,3.8933333333e-01,-2.0042395826e-03,-3.8960333146e-01,3.4325944194e-02,,,,
,,,,3.9000000000e-01,-1.9973885776e-03,-3.9006541959e-01,3.4138510720e-02,,,,
,,,,3.9066666667e-01,-1.9904499010e-03,-3.9052497103e-01,3.3950724396e-02,,,,
,,,,3.9133333333e-01,-1.9834238754e-03,-3.9098198112e-01,3.3762587423e-02,,,,
,,,,3.9200000000e-01,-1.9763108269e-03,-3.9143644521e-01,3.3574102002e-02,,,,
,,,,3.9266666667e-01,-1.9691110853e-03,-3.9188835870e-01,3.3385270335e-02,,,,
,,,,3.9333333333e-01,-1.9618249841e-03,-3.9233771698e-01,3.3196094619e-02,,,,
,,,,3.9400000000e-01,-1.9544528603e-03,-3.9278451552e-01,3.3006577053e-02,,,,
,,,,3.9466666667e-01,-1.9469950546e-03,-3.9322874979e-01,3.2816719833e-02,,,,
,,,,3.9533333333e-01,-1.9394519111e-03,-3.9367041529e-01,3.2626525155e-02,,,,
,,,,3.9600000000e-01,-1.9318237778e-03,-3.9410950755e-01,3.2435995212e-02,,,,
,,,,3.9666666667e-01,-1.9241110059e-03,-3.9454602214e-01,3.2245132200e-02,,,,
,,,,3.9733333333e-01,-1.9163139503e-03,-3.9497995465e-01,3.2053938309e-02,,,,
,,,,3.9800000000e-01,-1.9084329693e-03,-3.9541130069e-01,3.1862415730e-02,,,,
,,,,3.9866666667e-01,-1.9004684248e-03,-3.9584005593e-01,3.1670566655e-02,,,,
,,,,3.9933333333e-01,-1.8924206820e-03,-3.9626621603e-01,3.1478393270e-02,,,,
,,,,4.0000000000e-01,-1.8842901098e-03,-3.9668977670e-01,3.1285897766e-02,,,,
,,,,4.0066666667e-01,-1.8760770803e-03,-3.9711073368e-01,3.1093082327e-02,,,,
,,,,4.0133333333e-01,-1.8677819690e-03,-3.9752908275e-01,3.0899949140e-02,,,,
,,,,4.0200000000e-01,-1.8594051550e-03,-3.9794481968e-01,3.0706500389e-02,,,,
,,,,4.0266666667e-01,-1.8509470207e-03,-3.9835794031e-01,3.0512738259e-02,,,,
,,,,4.0333333333e-01,-1.8424079516e-03,-3.9876844049e-01,3.0318664930e-02,,,,
,,,,4.0400000000e-01,-1.8337883369e-03,-3.9917631609e-01,3.0124282586e-02,,,,
,,,,4.0466666667e-01,-1.8250885688e-03,-3.9958156304e-01,2.9929593406e-02,,,,
,,,,4.0533333333e-01,-1.8163090431e-03,-3.9998417727e-01,2.9734599569e-02,,,,
,,,,4.0600000000e-01,-1.8074501586e-03,-4.0038415475e-01,2.9539303255e-02,,,,
,,,,4.0666666667e-01,-1.7985123174e-03,-4.0078149147e-01,2.9343706640e-02,,,,
,,,,4.0733333333e-01,-1.7894959250e-03,-4.0117618347e-01,2.9147811900e-02,,,,
,,,,4.0800000000e-01,-1.7804013900e-03,-4.0156822680e-01,2.8951621212e-02,,,,
,,,,4.0866666667e-01,-1.7712291242e-03,-4.0195761754e-01,2.8755136750e-02,,,,
,,,,4.0933333333e-01,-1.7619795425e-03,-4.0234435180e-01,2.8558360686e-02,,,,
,,,,4.1000000000e-01,-1.7526530631e-03,-4.0272842574e-01,2.8361295194e-02,,,,
,,,,4.1066666667e-01,-1.7432501073e-03,-4.0310983551e-01,2.8163942444e-02,,,,
,,,,4.1133333333e-01,-1.7337710994e-03,-4.0348857732e-01,2.7966304608e-02,,,,
,,,,4.1200000000e-01,-1.7242164669e-03,-4.0386464740e-01,2.7768383855e-02,,,,
,,,,4.1266666667e-01,-1.7145866404e-03,-4.0423804201e-01,2.7570182353e-02,,,,
,,,,4.1333333333e-01,-1.7048820534e-03,-4.0460875742e-01,2.7371702271e-02,,,,
,,,,4.1400000000e-01,-1.6951031426e-03,-4.0497678996e-01,2.7172945774e-02,,,,
,,,,4.1466666667e-01,-1.6852503477e-03,-4.0534213597e-01,2.6973915029e-02,,,,
,,,,4.1533333333e-01,-1.6753241113e-03,-4.0570479182e-01,2.6774612201e-02,,,,
,,,,4.1600000000e-01,-1.6653248789e-03,-4.0606475391e-01,2.6575039453e-02,,,,
,,,,4.1666666667e-01,-1.6552530992e-03,-4.0642201867e-01,2.6375198948e-02,,,,
,,,,4.1733333333e-01,-1.6451092237e-03,-4.0677658257e-01,2.6175092850e-02,,,,
,,,,4.1800000000e-01,-1.6348937067e-03,-4.0712844208e-01,2.5974723318e-02,,,,
,,,,4.1866666667e-01,-1.6246070056e-03,-4.0747759373e-01,2.5774092514e-02,,,,
,,,,4.1933333333e-01,-1.6142495804e-03,-4.0782403406e-01,2.5573202597e-02,,,,
,,,,4.2000000000e-01,-1.6038218943e-03,-4.0816775964e-01,2.5372055726e-02,,,,
,,,,4.2066666667e-01,-1.5933244131e-03,-4.0850876707e-01,2.5170654058e-02,,,,
,,,,4.2133333333e-01,-1.5827576053e-03,-4.0884705299e-01,2.4968999750e-02,,,,
,,,,4.2200000000e-01,-1.5721219424e-03,-4.0918261405e-01,2.4767094959e-02,,,,
,,,,4.2266666667e-01,-1.5614178986e-03,-4.0951544695e-01,2.4564941840e-02,,,,
,,,,4.2333333333e-01,-1.5506459509e-03,-4.0984554839e-01,2.4362542547e-02,,,,
,,,,4.2400000000e-01,-1.5398065788e-03,-4.1017291513e-01,2.4159899234e-02,,,,
,,,,4.2466666667e-01,-1.5289002647e-03,-4.1049754394e-01,2.3957014054e-02,,,,
,,,,4.2533333333e-01,-1.5179274937e-03,-4.1081943162e-01,2.3753889158e-02,,,,
,,,,4.2600000000e-01,-1.5068887534e-03,-4.1113857499e-01,2.3550526698e-02,,,,
,,,,4.2666666667e-01,-1.4957845341e-03,-4.1145497093e-01,2.3346928824e-02,,,,
,,,,4.2733333333e-01,-1.4846153288e-03,-4.1176861632e-01,2.3143097686e-02,,,,
,,,,4.2800000000e-01,-1.4733816330e-03,-4.1207950807e-01,2.2939035433e-02,,,,
,,,,4.2866666667e-01,-1.4620839447e-03,-4.1238764313e-01,2.2734744212e-02,,,,
,,,,4.2933333333e-01,-1.4507227646e-03,-4.1269301848e-01,2.2530226171e-02,,,,
,,,,4.3000000000e-01,-1.4392985959e-03,-4.1299563111e-01,2.2325483456e-02,,,,
,,,,4.3066666667e-01,-1.4278119442e-03,-4.1329547806e-01,2.2120518214e-02,,,,
,,,,4.3133333333e-01,-1.4162633177e-03,-4.1359255638e-01,2.1915332589e-02,,,,
,,,,4.3200000000e-01,-1.4046532270e-03,-4.1388686317e-01,2.1709928725e-02,,,,
,,,,4.3266666667e-01,-1.3929821852e-03,-4.1417839554e-01,2.1504308766e-02,,,,
,,,,4.3333333333e-01,-1.3812507076e-03,-4.1446715063e-01,2.1298474856e-02,,,,
,,,,4.3400000000e-01,-1.3694593123e-03,-4.1475312562e-01,2.1092429135e-02,,,,
,,,,4.3466666667e-01,-1.3576085193e-03,-4.1503631770e-01,2.0886173745e-02,,,,
,,,,4.3533333333e-01,-1.3456988513e-03,-4.1531672412e-01,2.0679710828e-02,,,,
,,,,4.3600000000e-01,-1.3337308332e-03,-4.1559434212e-01,2.0473042522e-02,,,,
,,,,4.3666666667e-01,-1.3217049922e-03,-4.1586916899e-01,2.0266170968e-02,,,,
,,,,4.3733333333e-01,-1.3096218579e-03,-4.1614120206e-01,2.0059098304e-02,,,,
,,,,4.3800000000e-01,-1.2974819619e-03,-4.1641043865e-01,1.9851826667e-02,,,,
,,,,4.3866666667e-01,-1.2852858383e-03,-4.1667687615e-01,1.9644358196e-02,,,,
,,,,4.3933333333e-01,-1.2730340232e-03,-4.1694051195e-01,1.9436695027e-02,,,,
,,,,4.4000000000e-01,-1.2607270552e-03,-4.1720134349e-01,1.9228839295e-02,,,,
,,,,4.4066666667e-01,-1.2483654748e-03,-4.1745936821e-01,1.9020793137e-02,,,,
